Ticker,filedAt,price_on_filing_date,num_sentences,num_csr_sentences,num_positive_sentences,num_negative_sentences,sum_positive_score,sum_negative_score,sentiment_score,num_environment_sentences,num_positive_environment_sentences,num_negative_environment_sentences,sum_environment_positive_score,sum_environment_negative_score,environment_sentiment_score,num_social_sentences,num_positive_social_sentences,num_negative_social_sentences,sum_social_positive_score,sum_social_negative_score,social_sentiment_score,num_economy_sentences,num_positive_economy_sentences,num_negative_economy_sentences,sum_economy_positive_score,sum_economy_negative_score,economy_sentiment_score,hist_1_day_date,hist_1_day_price,hist_1_day_return,hist_7_day_date,hist_7_day_price,hist_7_day_return,hist_30_day_date,hist_30_day_price,hist_30_day_return,hist_60_day_date,hist_60_day_price,hist_60_day_return,Price,Date,benchmark,days_from_filing,return
AAPL,2010-01-25 16:25:58-05:00,6.155897,757,396,43,26,41.16990077495575,25.709487318992615,0.2240639631299005,263,22,19,20.98806518316269,18.84190446138382,0.052345383458021214,113,10,10,9.572127282619476,9.730838596820831,-0.00793556571006775,175,36,11,35.260977149009705,10.884757936000824,0.5186429619789124,2010-01-22,5.994625,0.026902767062159903,2010-01-15,6.242595,-0.01388813466194736,2009-12-24,6.336871,-0.028558889710710533,2009-11-25,6.189849,-0.005485109572139695,6.155897,2010-01-25,0,0,0.0
AAPL,2010-01-25 16:25:58-05:00,6.155897,757,396,43,26,41.16990077495575,25.709487318992615,0.2240639631299005,263,22,19,20.98806518316269,18.84190446138382,0.052345383458021214,113,10,10,9.572127282619476,9.730838596820831,-0.00793556571006775,175,36,11,35.260977149009705,10.884757936000824,0.5186429619789124,2010-01-22,5.994625,0.026902767062159903,2010-01-15,6.242595,-0.01388813466194736,2009-12-24,6.336871,-0.028558889710710533,2009-11-25,6.189849,-0.005485109572139695,6.242898,2010-01-26,1,1,0.014132952516911813
AAPL,2010-01-25 16:25:58-05:00,6.155897,757,396,43,26,41.16990077495575,25.709487318992615,0.2240639631299005,263,22,19,20.98806518316269,18.84190446138382,0.052345383458021214,113,10,10,9.572127282619476,9.730838596820831,-0.00793556571006775,175,36,11,35.260977149009705,10.884757936000824,0.5186429619789124,2010-01-22,5.994625,0.026902767062159903,2010-01-15,6.242595,-0.01388813466194736,2009-12-24,6.336871,-0.028558889710710533,2009-11-25,6.189849,-0.005485109572139695,5.903076,2010-02-01,7,7,-0.04106972550060534
AAPL,2010-01-25 16:25:58-05:00,6.155897,757,396,43,26,41.16990077495575,25.709487318992615,0.2240639631299005,263,22,19,20.98806518316269,18.84190446138382,0.052345383458021214,113,10,10,9.572127282619476,9.730838596820831,-0.00793556571006775,175,36,11,35.260977149009705,10.884757936000824,0.5186429619789124,2010-01-22,5.994625,0.026902767062159903,2010-01-15,6.242595,-0.01388813466194736,2009-12-24,6.336871,-0.028558889710710533,2009-11-25,6.189849,-0.005485109572139695,6.082841,2010-02-24,30,30,-0.011867644958971897
AAPL,2010-01-25 16:25:58-05:00,6.155897,757,396,43,26,41.16990077495575,25.709487318992615,0.2240639631299005,263,22,19,20.98806518316269,18.84190446138382,0.052345383458021214,113,10,10,9.572127282619476,9.730838596820831,-0.00793556571006775,175,36,11,35.260977149009705,10.884757936000824,0.5186429619789124,2010-01-22,5.994625,0.026902767062159903,2010-01-15,6.242595,-0.01388813466194736,2009-12-24,6.336871,-0.028558889710710533,2009-11-25,6.189849,-0.005485109572139695,6.999541,2010-03-26,60,60,0.13704647754827595
AAPL,2010-10-27 15:36:21-05:00,9.33161,1295,687,72,126,70.15439301729202,118.17168706655502,-0.2425115861073889,447,44,98,43.2435257434845,92.08370423316956,-0.3439449189414441,250,24,50,23.35172265768051,45.1013046503067,-0.2939132701706242,253,51,36,50.27911823987961,34.498736917972565,0.18138369335525337,2010-10-26,9.338277,-0.0007139432681211107,2010-10-20,9.413458,-0.008694785699367949,2010-09-27,8.826272,0.05725384397852231,2010-08-27,7.324507,0.2740256784518057,9.33161,2010-10-27,0,0,0.0
AAPL,2010-10-27 15:36:21-05:00,9.33161,1295,687,72,126,70.15439301729202,118.17168706655502,-0.2425115861073889,447,44,98,43.2435257434845,92.08370423316956,-0.3439449189414441,250,24,50,23.35172265768051,45.1013046503067,-0.2939132701706242,253,51,36,50.27911823987961,34.498736917972565,0.18138369335525337,2010-10-26,9.338277,-0.0007139432681211107,2010-10-20,9.413458,-0.008694785699367949,2010-09-27,8.826272,0.05725384397852231,2010-08-27,7.324507,0.2740256784518057,9.253096,2010-10-28,1,1,-0.008413767827845376
AAPL,2010-10-27 15:36:21-05:00,9.33161,1295,687,72,126,70.15439301729202,118.17168706655502,-0.2425115861073889,447,44,98,43.2435257434845,92.08370423316956,-0.3439449189414441,250,24,50,23.35172265768051,45.1013046503067,-0.2939132701706242,253,51,36,50.27911823987961,34.498736917972565,0.18138369335525337,2010-10-26,9.338277,-0.0007139432681211107,2010-10-20,9.413458,-0.008694785699367949,2010-09-27,8.826272,0.05725384397852231,2010-08-27,7.324507,0.2740256784518057,9.482267,2010-11-03,7,7,0.01614480245102407
AAPL,2010-10-27 15:36:21-05:00,9.33161,1295,687,72,126,70.15439301729202,118.17168706655502,-0.2425115861073889,447,44,98,43.2435257434845,92.08370423316956,-0.3439449189414441,250,24,50,23.35172265768051,45.1013046503067,-0.2939132701706242,253,51,36,50.27911823987961,34.498736917972565,0.18138369335525337,2010-10-26,9.338277,-0.0007139432681211107,2010-10-20,9.413458,-0.008694785699367949,2010-09-27,8.826272,0.05725384397852231,2010-08-27,7.324507,0.2740256784518057,9.548963,2010-11-26,30,30,0.023292122152554707
AAPL,2010-10-27 15:36:21-05:00,9.33161,1295,687,72,126,70.15439301729202,118.17168706655502,-0.2425115861073889,447,44,98,43.2435257434845,92.08370423316956,-0.3439449189414441,250,24,50,23.35172265768051,45.1013046503067,-0.2939132701706242,253,51,36,50.27911823987961,34.498736917972565,0.18138369335525337,2010-10-26,9.338277,-0.0007139432681211107,2010-10-20,9.413458,-0.008694785699367949,2010-09-27,8.826272,0.05725384397852231,2010-08-27,7.324507,0.2740256784518057,9.842401,2010-12-27,60,61,0.05473771407077676
