Ticker,filedAt,price_on_filing_date,num_sentences,num_csr_sentences,num_positive_sentences,num_negative_sentences,sum_positive_score,sum_negative_score,sentiment_score,num_environment_sentences,num_positive_environment_sentences,num_negative_environment_sentences,sum_environment_positive_score,sum_environment_negative_score,environment_sentiment_score,num_social_sentences,num_positive_social_sentences,num_negative_social_sentences,sum_social_positive_score,sum_social_negative_score,social_sentiment_score,num_economy_sentences,num_positive_economy_sentences,num_negative_economy_sentences,sum_economy_positive_score,sum_economy_negative_score,economy_sentiment_score,hist_1_day_date,hist_1_day_price,hist_1_day_return,hist_7_day_date,hist_7_day_price,hist_7_day_return,hist_30_day_date,hist_30_day_price,hist_30_day_return,hist_60_day_date,hist_60_day_price,hist_60_day_return,Price,Date,benchmark,days_from_filing,return
MRK,2010-03-01 07:33:21-05:00,22.285521,3544,1554,108,261,103.08674502372742,236.26443737745285,-0.36091515543015024,1101,63,165,59.475714683532715,146.09980803728104,-0.37993023400766807,484,46,70,43.61801391839981,57.17070913314819,-0.11683357943748605,561,52,136,49.57181519269943,128.6700479388237,-0.4207352805644908,2010-02-26,22.052328,0.01057452981834843,2010-02-22,22.195835,0.004040667990188267,2010-01-29,22.829664,-0.023834910579498752,2009-12-31,21.849028,0.019977685048506444,22.285521,2010-03-01,0,0,0.0
MRK,2010-03-01 07:33:21-05:00,22.285521,3544,1554,108,261,103.08674502372742,236.26443737745285,-0.36091515543015024,1101,63,165,59.475714683532715,146.09980803728104,-0.37993023400766807,484,46,70,43.61801391839981,57.17070913314819,-0.11683357943748605,561,52,136,49.57181519269943,128.6700479388237,-0.4207352805644908,2010-02-26,22.052328,0.01057452981834843,2010-02-22,22.195835,0.004040667990188267,2010-01-29,22.829664,-0.023834910579498752,2009-12-31,21.849028,0.019977685048506444,22.357285,2010-03-02,1,1,0.003220207416286194
MRK,2010-03-01 07:33:21-05:00,22.285521,3544,1554,108,261,103.08674502372742,236.26443737745285,-0.36091515543015024,1101,63,165,59.475714683532715,146.09980803728104,-0.37993023400766807,484,46,70,43.61801391839981,57.17070913314819,-0.11683357943748605,561,52,136,49.57181519269943,128.6700479388237,-0.4207352805644908,2010-02-26,22.052328,0.01057452981834843,2010-02-22,22.195835,0.004040667990188267,2010-01-29,22.829664,-0.023834910579498752,2009-12-31,21.849028,0.019977685048506444,22.333363,2010-03-08,7,7,0.0021467750294013443
MRK,2010-03-01 07:33:21-05:00,22.285521,3544,1554,108,261,103.08674502372742,236.26443737745285,-0.36091515543015024,1101,63,165,59.475714683532715,146.09980803728104,-0.37993023400766807,484,46,70,43.61801391839981,57.17070913314819,-0.11683357943748605,561,52,136,49.57181519269943,128.6700479388237,-0.4207352805644908,2010-02-26,22.052328,0.01057452981834843,2010-02-22,22.195835,0.004040667990188267,2010-01-29,22.829664,-0.023834910579498752,2009-12-31,21.849028,0.019977685048506444,22.567217,2010-03-31,30,30,0.012640314758627369
MRK,2010-03-01 07:33:21-05:00,22.285521,3544,1554,108,261,103.08674502372742,236.26443737745285,-0.36091515543015024,1101,63,165,59.475714683532715,146.09980803728104,-0.37993023400766807,484,46,70,43.61801391839981,57.17070913314819,-0.11683357943748605,561,52,136,49.57181519269943,128.6700479388237,-0.4207352805644908,2010-02-26,22.052328,0.01057452981834843,2010-02-22,22.195835,0.004040667990188267,2010-01-29,22.829664,-0.023834910579498752,2009-12-31,21.849028,0.019977685048506444,21.171494,2010-04-30,60,60,-0.04998882458256193
MRK,2011-02-28 08:05:34-05:00,20.320324,2819,1244,101,214,95.23893964290619,199.38613200187683,-0.33062600748879567,879,63,142,58.36892920732498,128.69325429201126,-0.34304548821798186,419,38,61,35.08806413412094,54.37494605779648,-0.19481698912803572,494,53,117,50.13611227273941,113.95666909217834,-0.3754150401143467,2011-02-25,20.083244,0.011804865787618716,2011-02-18,20.495014,-0.008523536505025162,2011-01-28,20.632275,-0.01511956388716225,2010-12-30,22.466528,-0.09552895756745328,20.320324,2011-02-28,0,0,0.0
MRK,2011-02-28 08:05:34-05:00,20.320324,2819,1244,101,214,95.23893964290619,199.38613200187683,-0.33062600748879567,879,63,142,58.36892920732498,128.69325429201126,-0.34304548821798186,419,38,61,35.08806413412094,54.37494605779648,-0.19481698912803572,494,53,117,50.13611227273941,113.95666909217834,-0.3754150401143467,2011-02-25,20.083244,0.011804865787618716,2011-02-18,20.495014,-0.008523536505025162,2011-01-28,20.632275,-0.01511956388716225,2010-12-30,22.466528,-0.09552895756745328,20.251698,2011-03-01,1,1,-0.0033772099303140198
MRK,2011-02-28 08:05:34-05:00,20.320324,2819,1244,101,214,95.23893964290619,199.38613200187683,-0.33062600748879567,879,63,142,58.36892920732498,128.69325429201126,-0.34304548821798186,419,38,61,35.08806413412094,54.37494605779648,-0.19481698912803572,494,53,117,50.13611227273941,113.95666909217834,-0.3754150401143467,2011-02-25,20.083244,0.011804865787618716,2011-02-18,20.495014,-0.008523536505025162,2011-01-28,20.632275,-0.01511956388716225,2010-12-30,22.466528,-0.09552895756745328,20.482538,2011-03-07,7,7,0.007982845155421848
MRK,2011-02-28 08:05:34-05:00,20.320324,2819,1244,101,214,95.23893964290619,199.38613200187683,-0.33062600748879567,879,63,142,58.36892920732498,128.69325429201126,-0.34304548821798186,419,38,61,35.08806413412094,54.37494605779648,-0.19481698912803572,494,53,117,50.13611227273941,113.95666909217834,-0.3754150401143467,2011-02-25,20.083244,0.011804865787618716,2011-02-18,20.495014,-0.008523536505025162,2011-01-28,20.632275,-0.01511956388716225,2010-12-30,22.466528,-0.09552895756745328,21.018536,2011-03-30,30,30,0.03436027890106485
MRK,2011-02-28 08:05:34-05:00,20.320324,2819,1244,101,214,95.23893964290619,199.38613200187683,-0.33062600748879567,879,63,142,58.36892920732498,128.69325429201126,-0.34304548821798186,419,38,61,35.08806413412094,54.37494605779648,-0.19481698912803572,494,53,117,50.13611227273941,113.95666909217834,-0.3754150401143467,2011-02-25,20.083244,0.011804865787618716,2011-02-18,20.495014,-0.008523536505025162,2011-01-28,20.632275,-0.01511956388716225,2010-12-30,22.466528,-0.09552895756745328,22.691183,2011-04-29,60,60,0.1166742715322846
MRK,2012-02-28 13:09:51-05:00,25.079197,2611,1155,108,209,100.5046175122261,194.27227222919464,-0.29579701803460107,797,50,133,45.014524936676025,120.5094524025917,-0.41254058724544085,402,46,62,42.51897978782654,54.865681886672974,-0.11432131573005959,455,58,109,56.217191994190216,105.64185094833374,-0.295956041641578,2012-02-27,24.928911,0.00602858263644173,2012-02-21,24.915842,0.006556270504524762,2012-01-27,25.170694,-0.0036350606781044804,2011-12-30,24.634863,0.018036796064179506,25.079197,2012-02-28,0,0,0.0
MRK,2012-02-28 13:09:51-05:00,25.079197,2611,1155,108,209,100.5046175122261,194.27227222919464,-0.29579701803460107,797,50,133,45.014524936676025,120.5094524025917,-0.41254058724544085,402,46,62,42.51897978782654,54.865681886672974,-0.11432131573005959,455,58,109,56.217191994190216,105.64185094833374,-0.295956041641578,2012-02-27,24.928911,0.00602858263644173,2012-02-21,24.915842,0.006556270504524762,2012-01-27,25.170694,-0.0036350606781044804,2011-12-30,24.634863,0.018036796064179506,24.941982,2012-02-29,1,1,-0.005471267680540218
MRK,2012-02-28 13:09:51-05:00,25.079197,2611,1155,108,209,100.5046175122261,194.27227222919464,-0.29579701803460107,797,50,133,45.014524936676025,120.5094524025917,-0.41254058724544085,402,46,62,42.51897978782654,54.865681886672974,-0.11432131573005959,455,58,109,56.217191994190216,105.64185094833374,-0.295956041641578,2012-02-27,24.928911,0.00602858263644173,2012-02-21,24.915842,0.006556270504524762,2012-01-27,25.170694,-0.0036350606781044804,2011-12-30,24.634863,0.018036796064179506,24.464968,2012-03-06,7,7,-0.024491573633717286
MRK,2012-02-28 13:09:51-05:00,25.079197,2611,1155,108,209,100.5046175122261,194.27227222919464,-0.29579701803460107,797,50,133,45.014524936676025,120.5094524025917,-0.41254058724544085,402,46,62,42.51897978782654,54.865681886672974,-0.11432131573005959,455,58,109,56.217191994190216,105.64185094833374,-0.295956041641578,2012-02-27,24.928911,0.00602858263644173,2012-02-21,24.915842,0.006556270504524762,2012-01-27,25.170694,-0.0036350606781044804,2011-12-30,24.634863,0.018036796064179506,25.114281,2012-03-29,30,30,0.0013989283628179033
MRK,2012-02-28 13:09:51-05:00,25.079197,2611,1155,108,209,100.5046175122261,194.27227222919464,-0.29579701803460107,797,50,133,45.014524936676025,120.5094524025917,-0.41254058724544085,402,46,62,42.51897978782654,54.865681886672974,-0.11432131573005959,455,58,109,56.217191994190216,105.64185094833374,-0.295956041641578,2012-02-27,24.928911,0.00602858263644173,2012-02-21,24.915842,0.006556270504524762,2012-01-27,25.170694,-0.0036350606781044804,2011-12-30,24.634863,0.018036796064179506,25.926977,2012-04-30,60,62,0.033804112627689
