Date,Open,High,Low,Close,Adj Close,Volume
2005-01-03,30.524809,30.753817,29.561069,29.828243,15.047484,18835390
2005-01-04,30.028625,30.152672,29.589695,29.704199,14.984895,13575792
2005-01-05,29.704199,30.200382,29.627863,29.904579,15.085986,16589211
2005-01-06,30.057253,30.286261,29.904579,30.114504,15.191880,7538788
2005-01-07,30.076336,30.152672,29.694656,29.704199,14.984895,10808758
2005-01-10,29.704199,30.057253,29.312977,30.057253,15.163004,8521917
2005-01-11,30.038168,30.038168,29.656488,29.742367,15.004160,7896890
2005-01-12,29.818703,29.914122,29.541985,29.656488,14.960836,10428124
2005-01-13,29.580153,29.627863,29.103052,29.246183,14.753845,8366708
2005-01-14,29.007633,29.513359,29.007633,29.456106,14.859746,7512902
2005-01-18,29.456106,29.971375,29.274809,29.866411,15.066731,8472346
2005-01-19,29.856871,30.057253,29.561069,29.599237,14.931945,8384105
2005-01-20,29.770992,29.780535,29.236641,29.322519,14.792352,8156270
2005-01-21,29.351145,29.379770,28.826336,28.969465,14.614245,7498859
2005-01-24,29.103052,29.246183,28.482824,28.482824,14.368752,10854136
2005-01-25,28.864504,29.790075,28.625954,29.532442,14.898255,12904967
2005-01-26,29.580153,29.904579,29.580153,29.742367,15.004160,7558700
2005-01-27,29.694656,29.847328,29.408398,29.751907,15.008965,7566350
2005-01-28,29.895039,29.895039,26.221375,26.736641,13.487853,59899802
2005-01-31,26.736641,26.889313,26.354961,26.765266,13.502291,31296843
2005-02-01,26.774809,26.994274,26.507633,26.555344,13.396400,17799337
2005-02-02,26.650763,27.337786,26.583969,27.156488,13.699657,14414716
2005-02-03,27.146948,27.328243,26.746183,27.108780,13.675590,13747245
2005-02-04,27.108780,27.166031,26.927481,27.051527,13.646704,9223134
2005-02-07,26.908398,27.528625,26.860687,27.127863,13.685213,10627558
2005-02-08,27.013359,27.519085,26.965649,27.480915,13.863317,9414813
2005-02-09,27.480915,27.891220,27.299618,27.385496,13.815186,9854763
2005-02-10,27.480915,27.624046,27.194656,27.442747,13.844058,6847946
2005-02-11,27.433207,27.996183,27.375954,27.872137,14.060677,9129128
2005-02-14,27.776718,28.101145,27.690840,28.062977,14.156948,7001898
2005-02-15,27.938931,28.349237,27.805344,28.005726,14.128074,8108690
2005-02-16,27.767176,27.843512,27.452290,27.690840,13.969222,8778677
2005-02-17,27.690840,27.767176,27.185116,27.528625,13.887389,8507664
2005-02-18,28.129770,31.116411,28.129770,31.116411,15.697320,61549354
2005-02-22,31.106871,31.106871,29.751907,29.780535,15.023414,37655583
2005-02-23,30.095421,30.534351,29.847328,30.305344,15.288162,12927499
2005-02-24,30.343512,30.553434,30.104961,30.524809,15.398875,7883266
2005-02-25,30.343512,30.687023,30.076336,30.438931,15.355550,8671781
2005-02-28,30.438931,30.553434,29.933207,30.248093,15.259283,15183843
2005-03-01,30.591602,30.715649,30.372137,30.658398,15.466265,9794503
2005-03-02,30.391220,30.448473,29.866411,30.152672,15.393192,9807813
2005-03-03,30.209925,30.257633,29.675573,30.133589,15.383451,7524430
2005-03-04,30.238550,30.324427,29.770992,30.229008,15.432168,7674399
2005-03-07,30.295801,30.333969,30.114504,30.248093,15.441911,8031243
2005-03-08,30.295801,30.477098,30.209925,30.276718,15.456519,7031661
2005-03-09,30.286261,30.486641,30.114504,30.372137,15.505230,7738851
2005-03-10,30.524809,30.801527,30.410305,30.687023,15.665983,8163291
2005-03-11,30.801527,30.849237,30.553434,30.687023,15.665983,6419629
2005-03-14,30.715649,30.906488,30.534351,30.811069,15.729313,5804872
2005-03-15,31.011450,31.011450,30.486641,30.534351,15.588049,6597370
2005-03-16,30.534351,30.667938,30.076336,30.248093,15.441911,7939543
2005-03-17,30.181297,30.353052,30.076336,30.267176,15.451651,6922040
2005-03-18,30.391220,30.572519,29.980915,30.572519,15.607531,11821859
2005-03-21,30.582062,30.582062,30.314884,30.381680,15.510104,7067083
2005-03-22,30.534351,30.620230,30.248093,30.515266,15.578306,8574317
2005-03-23,30.486641,30.877863,30.438931,30.591602,15.617274,9392910
2005-03-24,30.620230,30.667938,30.343512,30.410305,15.524718,5898773
2005-03-28,30.610687,30.620230,30.248093,30.305344,15.471135,6352138
2005-03-29,30.314884,30.696566,30.305344,30.543894,15.592916,8025270
2005-03-30,30.677481,30.973282,30.543894,30.954199,15.802380,8126821
2005-03-31,30.925573,31.106871,30.687023,30.887405,15.768280,8397519
2005-04-01,31.173664,31.183207,30.753817,30.830153,15.739058,7254780
2005-04-04,30.896948,31.049618,30.591602,31.011450,15.831609,8984714
2005-04-05,31.192747,31.631680,31.106871,31.526718,16.094656,11127769
2005-04-06,31.717558,31.898855,31.259542,31.383589,16.021593,8133423
2005-04-07,30.916031,31.975191,30.515266,31.956106,16.313868,21216236
2005-04-08,32.156490,32.194656,31.660305,31.803434,16.235928,7620532
2005-04-11,31.917938,32.051525,31.536261,31.622137,16.143373,5167478
2005-04-12,31.536261,32.270992,31.440840,32.261452,16.469742,8287584
2005-04-13,32.261452,33.683205,31.984734,32.938931,16.815605,26918509
2005-04-14,33.015266,33.368320,32.948475,33.187023,16.942259,14846492
2005-04-15,33.625954,34.599236,33.167938,33.206108,16.951996,20426463
2005-04-18,33.158398,33.158398,32.442749,32.853054,16.771769,10906536
2005-04-19,33.062977,33.234734,32.566795,33.091602,16.893541,8597582
2005-04-20,32.824429,32.977100,32.061069,32.509541,16.596394,9044030
2005-04-21,33.368320,33.377865,32.395039,32.709923,16.698692,9908945
2005-04-22,32.709923,32.824429,32.375954,32.633587,16.659727,7480100
2005-04-25,32.519085,32.528625,31.984734,32.366413,16.523331,8292300
2005-04-26,32.337788,32.423664,31.870230,32.061069,16.367449,7701542
2005-04-27,32.070610,32.299618,31.832062,31.956106,16.313868,7432102
2005-04-28,31.917938,32.290077,31.755726,32.242367,16.459999,6406738
2005-04-29,32.156490,32.585876,31.975191,32.347328,16.513580,8308963
2005-05-02,32.509541,32.566795,32.156490,32.442749,16.562290,5918056
2005-05-03,32.585876,32.853054,32.442749,32.843510,16.766890,7513636
2005-05-04,32.757633,33.349236,32.738548,33.330154,17.015324,7309066
2005-05-05,33.330154,33.444656,32.776718,33.158398,16.927643,8509655
2005-05-06,33.253819,33.587788,32.452290,32.595421,16.640242,7602821
2005-05-09,32.461830,32.671757,32.242367,32.633587,16.659727,7356541
2005-05-10,32.538170,32.566795,32.108780,32.328243,16.503843,6538262
2005-05-11,32.328243,32.385494,31.870230,31.965649,16.318739,6829606
2005-05-12,32.013359,32.251907,31.870230,32.099236,16.386936,5908729
2005-05-13,32.204197,32.204197,31.784351,31.927481,16.299252,7898881
2005-05-16,32.032444,32.051525,31.774809,31.917938,16.294386,6454946
2005-05-17,31.488550,31.564884,31.097328,31.498093,16.080046,12939866
2005-05-18,31.708015,31.717558,31.145039,31.440840,16.050816,11385053
2005-05-19,31.250000,31.354961,31.059160,31.288168,15.972873,6531450
2005-05-20,31.383589,31.440840,31.125954,31.125954,15.890062,9450864
2005-05-23,31.011450,31.450382,30.992367,31.135496,15.894934,6123254
2005-05-24,31.354961,31.727098,31.240458,31.240458,15.948521,8265262
2005-05-25,31.250000,31.374046,30.973282,31.049618,15.851096,7042665
2005-05-26,31.192747,31.192747,30.744274,30.868320,15.758534,8788947
2005-05-27,30.916031,31.087786,30.830153,30.963739,15.807256,5349097
2005-05-31,30.963739,31.059160,30.801527,30.954199,15.802380,14101574
2005-06-01,30.725191,30.916031,30.448473,30.715649,15.866456,8205840
2005-06-02,30.696566,30.772902,30.534351,30.753817,15.886175,5426649
2005-06-03,30.753817,30.753817,30.438931,30.620230,15.817166,5952745
2005-06-06,30.591602,30.639313,30.448473,30.562977,15.787600,4753728
2005-06-07,30.572519,30.906488,30.505726,30.610687,15.812242,5595796
2005-06-08,30.696566,30.696566,30.133589,30.181297,15.590438,8048011
2005-06-09,30.057253,30.181297,29.818703,29.914122,15.452424,7796701
2005-06-10,29.866411,30.047710,29.656488,29.952290,15.472138,7843442
2005-06-13,29.599237,30.219465,29.589695,30.104961,15.551002,6473286
2005-06-14,30.104961,30.391220,30.019085,30.324427,15.664371,5293029
2005-06-15,30.286261,30.534351,30.085878,30.438931,15.723518,7178066
2005-06-16,30.534351,30.696566,30.429390,30.534351,15.772805,6149454
2005-06-17,31.011450,31.011450,30.410305,30.744274,15.881245,11570758
2005-06-20,30.534351,30.811069,30.458015,30.639313,15.827029,6209714
2005-06-21,30.725191,30.801527,30.419847,30.524809,15.767875,5898144
2005-06-22,30.763359,30.763359,30.448473,30.515266,15.762952,6827406
2005-06-23,30.448473,30.448473,29.790075,29.818703,15.403134,10144745
2005-06-24,29.704199,29.790075,29.055344,29.150763,15.058096,10520872
2005-06-27,29.007633,29.465649,29.007633,29.103052,15.033457,7580918
2005-06-28,29.370230,29.694656,29.198473,29.551527,15.265121,7830551
2005-06-29,29.580153,29.618320,29.293894,29.417938,15.196115,7061319
2005-06-30,29.961832,29.961832,29.198473,29.389313,15.181330,8889555
2005-07-01,29.389313,29.914122,29.389313,29.637405,15.309478,8414078
2005-07-05,29.685116,29.770992,29.255726,29.675573,15.329195,6106696
2005-07-06,29.818703,29.837786,29.103052,29.160305,15.063030,6296174
2005-07-07,28.912214,29.265266,28.530535,28.606871,14.777154,12928757
2005-07-08,28.673664,29.618320,28.673664,29.580153,15.279902,11888617
2005-07-11,29.293894,29.837786,29.217558,29.809160,15.398202,8450967
2005-07-12,29.646948,30.248093,29.599237,30.152672,15.575643,11002428
2005-07-13,30.295801,30.295801,29.971375,30.171757,15.585506,6435139
2005-07-14,30.295801,30.553434,30.209925,30.448473,15.728455,7103449
2005-07-15,30.458015,30.820610,30.314884,30.448473,15.728455,7159726
2005-07-18,30.448473,30.858780,30.314884,30.419847,15.713663,6527678
2005-07-19,30.458015,30.629770,30.085878,30.486641,15.748165,6137193
2005-07-20,30.372137,30.658398,30.009542,30.391220,15.698873,6772490
2005-07-21,30.009542,30.229008,29.408398,29.942747,15.467208,9634159
2005-07-22,29.942747,29.942747,29.465649,29.713739,15.348910,6319440
2005-07-25,29.627863,29.666031,29.217558,29.332062,15.151752,7368174
2005-07-26,29.370230,29.694656,29.208015,29.284351,15.127111,6479679
2005-07-27,29.227098,29.961832,29.217558,29.790075,15.388349,6302672
2005-07-28,29.990458,30.238550,29.799618,29.856871,15.422850,6331282
2005-07-29,29.599237,29.904579,29.541985,29.637405,15.309478,6762325
2005-08-01,29.809160,29.809160,29.198473,29.274809,15.122179,7328664
2005-08-02,29.255726,29.370230,28.959925,29.284351,15.127111,7322166
2005-08-03,29.284351,29.513359,29.112595,29.408398,15.191184,6155009
2005-08-04,29.246183,29.370230,28.931297,28.950382,14.954593,6312209
2005-08-05,28.998093,29.503817,28.969465,29.255726,15.112326,9917538
2005-08-08,29.437023,29.437023,28.998093,29.055344,15.008810,5573683
2005-08-09,29.284351,29.580153,29.179390,29.561069,15.270043,7648723
2005-08-10,29.751907,30.019085,29.608780,29.742367,15.363697,6742832
2005-08-11,29.751907,29.971375,29.494274,29.666031,15.324264,5718622
2005-08-12,29.589695,29.627863,29.083969,29.150763,15.058096,7323529
2005-08-15,29.198473,29.370230,29.036261,29.255726,15.112326,5455259
2005-08-16,29.293894,29.341602,28.912214,28.912214,14.934876,6582488
2005-08-17,28.912214,29.246183,28.912214,29.160305,15.063030,7150714
2005-08-18,29.074427,29.332062,28.959925,29.017176,14.989097,8423090
2005-08-19,28.998093,29.188931,26.479008,26.774809,13.830778,40270029
2005-08-22,26.192747,26.708015,25.906488,26.612595,13.746985,49151934
2005-08-23,26.507633,26.603052,26.259542,26.316793,13.594185,16666554
2005-08-24,26.288168,26.793894,26.288168,26.555344,13.717415,15650203
2005-08-25,26.574427,26.641220,26.421757,26.498093,13.687841,8369223
2005-08-26,26.450382,26.517176,26.259542,26.393129,13.633624,8569706
2005-08-29,26.221375,27.003817,26.202290,26.832062,13.860358,11880233
2005-08-30,26.822519,26.994274,26.717558,26.994274,13.944149,10862730
2005-08-31,26.717558,27.022902,26.536261,26.937023,14.104023,13705010
2005-09-01,27.022902,27.232824,26.937023,27.108780,14.193955,9483247
2005-09-02,27.347328,27.662214,27.185116,27.509542,14.403792,11542986
2005-09-06,27.519085,27.748093,27.433207,27.662214,14.483727,12663298
2005-09-07,27.547710,27.919847,27.538168,27.910305,14.613626,10645270
2005-09-08,28.082062,28.110687,27.681297,27.853052,14.583648,6982614
2005-09-09,27.681297,27.986641,27.461832,27.967558,14.643598,9173563
2005-09-12,27.805344,27.900763,27.471375,27.824427,14.568660,5980936
2005-09-13,27.490458,27.748093,27.337786,27.356871,14.323853,10703014
2005-09-14,27.480915,27.719465,27.318703,27.385496,14.338842,7551050
2005-09-15,27.385496,27.576336,27.270992,27.442747,14.368818,5397619
2005-09-16,27.671757,27.671757,27.194656,27.576336,14.438755,12324899
2005-09-19,27.366411,27.433207,27.127863,27.337786,14.313858,6352871
2005-09-20,27.242367,27.328243,26.793894,26.889313,14.079041,8347634
2005-09-21,26.889313,26.889313,26.412214,26.526718,13.889188,7134679
2005-09-22,26.412214,26.526718,26.211832,26.335878,13.789272,8137196
2005-09-23,26.393129,26.479008,26.154579,26.354961,13.799259,6223548
2005-09-26,26.717558,26.755726,26.288168,26.555344,13.904181,8062893
